TR:undefined:CellLine,TR:NaCl,TR:a,DA:ALL,DV:FUS3_T173-S177-T180-Y182,DV:GPA1_T189-S199-S200,DV:HOG1_T174-Y176,DV:HOG1_T174~Y176,DV:PBS2_S248,DV:PBS2_S269,DV:PBS2_S66-S68,DV:PTP2_Y257-S258,DV:SKO1_T215,DV:SLN1_S833,DV:SSK1_S110,DV:SSK1_S193~S195,DV:SSK1_S673,DV:SSK2_S53-S54~S57,DV:STE11_S323-S326,DV:STE20_S169-T170~T172,DV:STE20_S192,DV:STE20_S195-S196,DV:STE20_T203~T207-T217-T218,DV:STE20_T413-S418,DV:STE20_T511,DV:STE20_T546-S547,DV:STE20_T573-T575,DV:STE2_S331,DV:STE50_S202
1,1,1,0,0.0743040797526,0.0793404547897,0.0727432417058,0.0601380724932,0.0175898749144,0.241144215505,0.114152318682,0.141885310989,0.0,0.646538005219,0.0350587794491,0.224283721674,0.749968797038,0.019061593596,0.107308773766,0.183126168604,0.206247665846,0.0341281765364,0.00280934390632,0.431588132455,0.0553918341469,0.305953972409,0.0315374332196,0.471851420762,0.33528262711
1,0,1,0,0.0743040797526,0.0793404547897,0.0727432417058,0.0601380724932,0.0175898749144,0.241144215505,0.114152318682,0.141885310989,0.0,0.646538005219,0.0350587794491,0.224283721674,0.749968797038,0.019061593596,0.107308773766,0.183126168604,0.206247665846,0.0341281765364,0.00280934390632,0.431588132455,0.0553918341469,0.305953972409,0.0315374332196,0.471851420762,0.33528262711
1,1,0,0,0.0743040797526,0.0793404547897,0.0727432417058,0.0601380724932,0.0175898749144,0.241144215505,0.114152318682,0.141885310989,0.0,0.646538005219,0.0350587794491,0.224283721674,0.749968797038,0.019061593596,0.107308773766,0.183126168604,0.206247665846,0.0341281765364,0.00280934390632,0.431588132455,0.0553918341469,0.305953972409,0.0315374332196,0.471851420762,0.33528262711
1,1,1,1,nan,0.254869616596,0.244725679369,0.199274269631,0.192705850492,0.205448904858,0.0590414198846,0.0,0.266729199112,0.947872488805,nan,0.564232461198,0.0195966345894,1.0,0.0423423210265,1.0,nan,0.530378110463,0.344007349342,nan,0.0572743998676,0.0319503392924,0.0,0.567962507755,nan
1,0,1,1,nan,0.283536035447,0.0,0.0,0.193384058401,0.144416193037,0.123469289935,0.0605792384388,nan,0.892375284234,nan,0.320913872896,0.0411035859637,0.247988254113,0.017506430044,0.629982219417,nan,0.146405976072,0.197504993227,nan,nan,0.0557413557409,0.0424888057054,0.372721055895,0.0
1,1,0,1,0.056002753694,0.0596504156119,0.238020514787,0.877737391306,0.0826215917008,0.157962916256,0.111643488494,0.0537844122352,0.416763858615,0.452372745684,0.00280227307533,0.254919128244,1.0,0.368310139406,0.0368131010563,0.327792669208,0.291732831993,0.129665163839,0.0567055589214,0.462066494844,0.057371638131,0.419612020257,0.00526562658133,0.459184595534,0.325744970322
1,1,1,5,0.287304916773,0.11306313773,0.568769157313,0.987550523218,0.680796822508,0.5603314511,0.0,0.167347597883,0.952835353603,0.0827550812063,0.355608836392,nan,0.165121195635,0.100743795563,0.10102243544,0.0,1.0,1.0,0.709454328533,0.419780577672,0.0646375864228,0.642141244442,1.0,nan,0.686429242215
1,0,1,5,0.330524711363,0.00440311936403,0.318513470551,0.0383137288368,0.720866087775,0.109007881117,0.0512206070725,0.380918165865,0.0442323537474,0.272243298168,0.489408224728,nan,0.252582179226,0.0,0.267366592221,0.142534180404,0.386863779588,0.228540560683,0.59354357883,1.0,0.0,0.115694456311,0.78383137998,nan,1.0
1,1,0,5,0.0988551010433,0.217232713224,0.556594441708,1.0,0.79796647071,1.0,0.143690445189,0.316397518282,1.0,0.846137725475,0.371303536029,0.749460812834,0.99113799069,0.508346404445,0.151486062604,0.362129034501,0.409066017008,0.709315955586,0.336842226782,0.77172424604,0.115589999129,0.923545325268,0.0657155394092,1.0,0.700539742674
1,1,1,10,0.29766679688,1.0,1.0,nan,0.691359975641,0.698207946397,nan,0.838408251616,0.744230655997,0.325891133962,0.831895947048,1.0,0.0,0.407057867375,0.2293277038,0.324815625461,0.362780770857,0.955194145158,1.0,0.0,nan,0.881293335012,0.156913293313,0.0565486051578,0.839689846221
